InventoryID,DealerID,VehicleID,StockLevel,ReorderThreshold
INV2343,D048,V0242,2,4.0
INV2344,D019,V0004,12,7.0
INV2345,D045,V0403,50,2.0
INV2346,D047,V0228,1,8.0
INV2347,D006,V0124,37,2.0
INV2348,D049,V0343,12,4.0
INV2349,D008,V0189,44,9.0
INV2350,D032,V0393,16,5.0
INV2351,D036,V0178,20,3.0
INV2352,D031,V0005,29,10.0
INV2353,D036,V0175,17,5.0
INV2354,D037,V0147,38,9.0
INV2355,D004,V0062,49,10.0
INV2356,D046,V0370,21,10.0
INV2357,D037,V0159,35,4.0
INV2358,D049,V0128,11,7.0
INV2359,D007,V0447,39,9.0
INV2360,D019,V0448,11,2.0
INV2361,D036,V0050,19,7.0
INV2362,D017,V0482,26,7.0
INV2363,D047,V0136,33,3.0
INV2364,D010,V0321,35,2.0
INV2365,D024,V0443,6,2.0
INV2366,D010,V0313,46,10.0
INV2367,D026,V0494,16,7.0
INV2368,D032,V0267,23,10.0
INV2369,D047,V0353,36,8.0
INV2370,D046,V0102,12,4.0
INV2371,D004,V0256,33,10.0
INV2372,D009,V0194,14,2.0
INV2373,D038,V0010,48,10.0
INV2374,D008,V0289,31,5.0
INV2375,D039,V0299,9,8.0
INV2376,D007,V0164,35,2.0
INV2377,D034,V0416,46,5.0
INV2378,D025,V0031,43,4.0
INV2379,D035,V0488,19,5.0
INV2380,D038,V0279,25,3.0
INV2381,D025,V0024,15,8.0
INV2382,D017,V0019,1,8.0
INV2383,D042,V0035,49,
INV2384,D033,V0040,12,6.0
INV2385,D014,V0353,30,7.0
INV2386,D041,V0202,2,8.0
INV2387,D049,V0432,5,4.0
INV2388,D025,V0489,19,2.0
INV2389,D005,V0199,29,3.0
INV2390,D016,V0163,3,3.0
INV2391,D024,V0389,50,7.0
INV2392,D048,V0339,11,5.0
INV2393,D040,V0205,41,9.0
INV2394,D043,V0096,43,6.0
INV2395,D025,V0340,8,7.0
INV2396,D002,V0032,2,8.0
INV2397,D029,V0407,46,
INV2398,D004,V0423,19,9.0
INV2399,D021,V0048,31,7.0
INV2400,D041,V0046,44,7.0
INV2401,D002,V0026,41,3.0
INV2402,D018,V0216,-13,4.0
INV2403,D027,V0339,19,4.0
INV2404,D015,V0403,29,10.0
INV2405,D003,V0334,5,7.0
INV2406,D018,V0017,6,7.0
INV2407,D010,V0362,23,9.0
INV2408,D042,V0319,32,7.0
INV2409,D021,V0066,9,8.0
INV2410,D004,V0426,48,10.0
INV2411,D032,V0359,16,8.0
INV2412,D025,V0185,48,5.0
INV2413,D001,V0429,11,4.0
INV2414,D033,V0424,43,
INV2415,D044,V0080,12,8.0
INV2416,D034,V0224,5,4.0
INV2417,D044,V0382,2,2.0
INV2418,D040,V0401,22,
INV2419,D044,V0379,12,7.0
INV2420,D049,V0363,13,8.0
INV2421,D012,V0218,42,8.0
INV2422,D020,V0268,13,2.0
INV2423,D020,V0323,-1,4.0
INV2424,D049,V0059,10,6.0
INV2425,D017,V0288,16,3.0
INV2426,D012,V0111,50,3.0
INV2427,D024,V0358,30,3.0
INV2428,D006,V0011,48,3.0
INV2429,D048,V0358,37,8.0
INV2430,D030,V0429,11,5.0
INV2431,D005,V0427,22,7.0
INV2432,D013,V0123,15,6.0
INV2433,D017,V0275,2,10.0
INV2434,D006,V0140,40,10.0
INV2435,D024,V0008,41,10.0
INV2436,D005,V0131,28,3.0
INV2437,D034,V0391,4,7.0
INV2438,D027,V0256,5,6.0
INV2439,D039,V0370,36,5.0
INV2440,D044,V0498,13,5.0
INV2441,D033,V0041,18,4.0
INV2442,D049,V0063,8,
INV2443,D018,V0427,28,4.0
INV2444,D029,V0364,17,2.0
INV2445,D011,V0295,4,2.0
INV2446,D006,V0390,39,6.0
INV2447,D029,V0231,6,4.0
INV2448,D003,V0377,48,6.0
INV2449,D002,V0310,27,10.0
INV2450,D035,V0044,4,2.0
INV2451,D036,V0262,44,5.0
INV2452,D009,V0457,4,2.0
INV2453,D035,V0135,40,6.0
INV2454,D003,V0494,4,9.0
INV2455,D045,V0496,21,2.0
INV2456,D004,V0408,21,
INV2457,D044,V0484,3,6.0
INV2458,D017,V0342,7,5.0
INV2459,D022,V0171,44,7.0
INV2460,D029,V0357,5,7.0
INV2461,D037,V0002,27,
INV2462,D050,V0294,49,8.0
INV2463,D029,V0270,42,8.0
INV2464,D048,V0398,39,7.0
INV2465,D020,V0242,3,4.0
INV2466,D005,V0363,46,6.0
INV2467,D047,V0367,21,7.0
INV2468,D032,V0097,14,9.0
INV2469,D032,V0022,32,6.0
INV2470,D026,V0428,8,6.0
INV2471,D025,V0080,2,5.0
INV2472,D038,V0104,12,9.0
INV2473,D012,V0252,16,7.0
INV2474,D046,V0156,4,10.0
INV2475,D019,V0008,19,6.0
INV2476,D038,V0099,-10,10.0
INV2477,D031,V0268,33,7.0
INV2478,D010,V0239,2,4.0
INV2479,D050,V0084,25,8.0
INV2480,D041,V0477,18,9.0
INV2481,D021,V0249,17,6.0
INV2482,D047,V0281,28,2.0
INV2483,D007,V0401,2,2.0
INV2484,D013,V0165,37,3.0
INV2485,D032,V0379,35,3.0
INV2486,D020,V0084,35,8.0
INV2487,D029,V0170,14,7.0
INV2488,D014,V0440,6,2.0
INV2489,D022,V0432,36,8.0
INV2490,D040,V0118,29,8.0
INV2491,D030,V0491,18,5.0
INV2492,D041,V0211,47,7.0
INV2493,D032,V0187,17,5.0
INV2494,D009,V0304,16,2.0
INV2495,D017,V0444,3,6.0
INV2496,D029,V0366,49,6.0
INV2497,D016,V0466,49,4.0
INV2498,D026,V0340,34,7.0
INV2499,D007,V0403,29,
INV2500,D032,V0140,29,9.0
